,audit_observation,status_of_implementation,management_action,references,source,status_score,status
3300,"27. management certifies, approves, authorizes and pays transactions without complete documentation in violation of section 2 and 4 (b) of p.d. 1445, otherwise known as the government auditing code of the philippines hence audit suspensions increased to p7,793,836.85, likewise, non-submission of the required documents on previously suspended transactions by the officials and employees of the lgu also contributed to the voluminous suspended transactions in the year 2011, in the amount of p5,369,763.l9. we recommended that management avoid the practice and require complete documentation before certification, authorization and payment of transactions. we also recommended management the immediate settlement of the suspensions and should adhere strictly to the provisions of pd 1445, to avoid suspensions/disallowances of transactions in the course of audit.",partially implemented,partially complied with the recommendation. the ao reminded the respective offices to comply with the issued suspension by the coa to complete the lacking documents. suspensions in audit were significantly reduced.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.5,1
3301,"1. the automatic debit agreement on the amortization on the long term loan borrowing from pnb for the installation of the municipal waterworks system put at risk the municipal deposits under the special education fund from which payment is being deducted by the bank which should have been made through check payment sourced from the general fund due to the delayed delivery of check payment by the municipal treasurer. we recommended that the management gives the mandate to the municipal treasurer to take the responsibility for the payments of maturing amortizations on the long term loan account due to the pnb, that is to see that proper funds are available for the purpose, to prepare on time the properly authorized disbursement voucher and to deliver before the last working day of the month the check payment in order to prevent the sef deposit account to answer for obligations not appropriated for sef purposes.",partially implemented,partially complied with the recommendation.,aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.5,1
3302,"2. the share of the provincial and barangay government on real property tax collections still showed an unremitted balance of p1,849,901.60 and p365,834.99, respectively, due to the failure of the municipal treasurer to deliver payment within the period prescribed by law. management failed to constantly update trust fund liability subsidiary records resulting to the overwithdrawal of rpt and ctc shares of various barangays as of the end of the year. we recommended that management should immediately remit in full the shares of the provincial and barangay governments in the municipal collections from rpt and ctc to fund the services needed by the constituents. we also recommended to the accounting division the immediate preparation of trust fund journals and the updating of barangay subsidiary ledgers to determine the available balance of unremitted barangay shares before preparing the remittance list so that what the municipality actually owes to the barangays shall be the same amount of funds withdrawn from trust reserves and that other resources that back up trust receipts are not utilized for other purposes.",not implemented,the municipal treasurer partially remitted shares of the provincial and municipal collections from rpt and ctc. the accounting division prepares monthly financial statement so as to determine the outstanding balances on the rpt and ctc shares of the different barangays in the municipality submitted to the mto for proper action.,aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3303,"3. the cash-in-bank accounts in the general fund showed huge year-end balances representing the unobligated cash reserves of unimplemented projects of current and continuing allotments of the 20% development fund which connotes the delay in the implementation of socio-economic benefits that could have been derived by the target beneficiaries. we recommended to management the immediate review of unimplemented projects and come up with plans on how to implement then in the succeeding years to be considered by the different lgu implementing and coordinating offices otherwise, the lgu is not effective in meeting the needs of the people towards socio- economic development in their area of jurisdiction.",not implemented,partial adherence to the recommendation. unimplemented projects were prioritized and implemented.,aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3304,"4. receivables arising from uncollected real property taxes and special education taxes had a gradual increase since 2002 now aggregating to p4,002,796.63 due to the recording of unrealizable annual estimated of collectibles instead of basing them on the individual taxpayers' index cards which show the record of annual rpt and set perennially collected per taxpayer. we recommended that the municipal treasurer shall prepare for submission to the accountant at the beginning of the year the list of real property tax receivables based on taxpayers' index cards as a basis of setting up the annual real property tax receivables/special education tax receivables. the municipal accountant should refrain from setting up real property tax receivables based on mere estimates which could not be later on accounted for which contribute to the bloating of receivables in the financial statements.",partially implemented,"management partially complied with the recommendation. the accounts were significantly reduced with rpt and sef receivables balances as of december 31, 2013 amounting to p493,913.51 and p795,422.16 respectively recorded in the subsidiary ledger of the accounting office.",aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.5,1
3305,"5. the inventory reports of inventories and property, plant and equipment costing p207,905.80 and p146,108,586.36, respectively as of year end were not submitted to the auditor, hence validity and existence of municipal properties could not be determined. we recommended that management should conduct periodic inventory taking of supplies and properties, prepare corresponding inventory reports, adjust the books for discrepancies and submit to the auditor on time the resulting rpcpi and rpcppe for confirmation as stated by regulations. in this manner, supplies and ppe are properly verified and reconciled with records.",not implemented,"no action taken as to inventory of supplies. for ppe, the inventory thereof was not completed.",aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3306,"6. the existence, accuracy and validity of the property, plant and equipment amounting to p 100,308,087.47 could not be ascertained due to the non- submission of the annual report on the inventory of ppe and due to the non-conducting of physical count by the inventory committee. we recommended that management strictly comply with the provision of section 124 of the manual on the new government accounting system. create a new composition of inventory committee to conduct physical count of the ppe annually and prepare the report on the physical count of the property, plant and equipment to be submitted not later than january 31 of each year.","partially implemented reiterated in finding no. 1, page 21, part ii of this report.",conducted partial inventory. inventory team will be reconstituted to conduct complete inventory of ppe.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.5,1
3307,"7. special accounts are not being maintained to record the receipts, transfers and expenditures involving the operations of the public cemetery, public market and slaughter house, waterworks system, loans and interests and development projects funded form the share of the local government unit in the internal revenue allotment. hence, the financial condition and results of operations of these economic enterprises could not be ascertained to aid management in rendering informed decisions. we recommended that the municipal accountant should maintain subsidiary ledgers of income and expenditures of all economic enterprises, public utilities, loans and interests from which she could derive the balance sheet, statement of income and expenses and cash flow as of year-end as required by ngas. by complying to what is required, the accountant could report the financial conditions and results of operations as of year-end and management could render informed decisions and therefore could dispose appropriate actions in the management of the operations of economic enterprises.",not implemented,no action taken,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3308,"8. management failed to identify and include in the local expenditure program additional appropriation for programs and projects which could be sourced out from the proceeds of bank interests on depository accounts maintained in the trust fund amounting to p500,779.21 hence, cash resources were not utilized/managed in optimum. we recommended that management should transfer the trust fund interest income to the general fund to be included in the appropriations for the local expenditure program to finance the plans, programs and activities of the lgu.",implemented,management complied with the recommendation. interest income from trust fund was transferred to the general fund and considered in the formulation of the budget,aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,1.0,2
3309,"9. audit suspensions have increased to p 5,369,763.19 due to failure of concerned officials and employees to submit required papers on audited transactions found incomplete and lacking in documentation. we recommended that the accounting division should be discreet in the scrutiny of papers that support disbursements seeing it that these are complete to make the transaction valid and legal. recomputations/recalculations should be made to verify the accuracy of amounts claimed in accordance with laws, rules and regulations. at pre- audit level, excessive claims shall be properly reduced and lacking documents be submitted before payment is finally approved and authorized to prevent irregular, unnecessary, excessive and extravagant transactions from occurring.",not implemented,partially complied. the amount of suspensions significantly decreased as a result of compliance by management and the settlement of previously suspended transactions.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3310,10. monthly fuel consumption of municipal motor vehicles and construction and heavy equipment were not reported by the treasurer in the monthly report of fuel consumption to be submitted to the auditor to determine the reasonableness of the quantity and cost of fuel and lubricants being issued. we recommended that management should provide adequate controls to improve efficiency and accountability in the consumption of fuel issued to government motor vehicles. defective odometers should be repaired to aid in the reading of the distance traveled. drivers should indicate in the trip ticket the balances of fuel in tank before and after the travel and management should see to it that the fuel consumption shall be justified through its utilization in public service.,not implemented defective odometers were not repaired.,not implemented,aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3311,"11. the bids and awards committee failed to post/publish in the philgeps the invitation to apply for eligibility and to bid all municipal projects procured through public bidding which in effect made the contracts disadvantageous in violation of the provisions of ra 9184 and the municipality was not able to avail of the lowest calculated responsive bid had the bidding been given the widest publicity. we recommended that the bac should post its bid opportunities in the philgeps to promote transparency and efficiency, to attract more eligible bidders and to obtain the price which is most advantageous to the government.",not implemented,fully complied with the recommendation.,aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3312,"12. the municipality stand to lose the total amount of p7.76m due to the disadvantageous contract entered with the consortium represented by micromac computer systems, inc. for the installation of the local governance enhancement program otherwise known as the integrated one--stop--shop information system of the municipal treasury which operations were abruptly discontinued due to encountered technical and system problems, insufficient technical support from the contracted party and the breach of the terms and conditions of the agreement. we recommended that the management should create means and ways by which they could legally enforce their rights in the recovery of lost money by filing legal cases against liable persons who participated in the materialization of the disadvantageous lgep contract.","not implemented management could not reach micromac computer systems, inc due to change of administration.",no action taken.,aar 2011,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3313,"13. cash in- vault of the general fund and trust fund amounting to p658,044.36 and p22,303.86, respectively of the municipality remain undeposited at the end of the year is not in accord with the provision of sections 8 and 28 of coa circular 92-382 and sections 31 and 32 of the manual on the new government accounting system (mngas) for lgu's, thereby exposing to possible misuse of funds. we recommended that the accountable officers deposit intact their collections not later than the next banking day in order to prevent the temptation of possible misuse of collections. we also recommended that the municipal accountant should prepare separate subsidiary ledgers of the accountabilities of the municipal treasurer and other accountable officers to keep track of individual undeposited collections and to facilitate the reconciliation of accountabilities with the cashbook.","not implemented no demand was made to the accountable officers the former collecting officer, ms. natividad mallari was already retired from government service. reiterated in finding no. 4, page 25, part ii of cy 2013 aar",no collections made.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3314,"14. the laxity in the implementation of management controls to safeguard the custody and disposition of lgu monies resulted in the understatement of the cash account by p 527,735.38 representing the unremitted collections of four (4) collectors. same account was short of collections made through checks amounting to p 103,129.11 which were dishonored by the bank due to insufficient fund with which the treasurer failed to enforce settlement from the concerned payors the amounts due. we recommended that policies on collections and sound internal control on cash management be put into writing and distributed to accountable officers/collectors for their information and guidance. the municipality should demand the immediate remittance of collections at the hands of erring collectors without prejudice to the filing of appropriate charges against them.",not implemented,cash was partially collected by the lgu. it was partially paid by the accountable officers.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3315,"15. cash advances amounting to p5,228,833.58 remain unliquidated as of december 31, 2012 contrary to the provision of commission on audit circular no. 97-002, 2009- 002 and coa circular 2012-004, dated november 28, 2012, thus resulted in an inefficient management of the limited cash of the municipality. we recommended that management require the immediate settlement of all long overdue cash advances and if necessary withhold the salaries of the concerned officials and employees for the settlement thereof. comply strictly with the provisions of section 89 of pd no. 1445 and coa cir. no. 97-002 dated february 10, 1997 and coa circular 2012-004, dated november 28, 2012 the granting, utilization and liquidation of cash advances. we also recommended management to reclassify the cash shortage of the former treasurer in the amount of p 2,054,528.96 to the appropriate receivable accounts.","partially implemented reiterated in finding no. 2, page 22, part ii of this report.","demand letters with attached subsidiary ledgers were issued to all employees having outstanding unliquidated cash advances. hence, some employees agreed to have their salaries deducted on a monthly basis. thus the partial collection thereof. on october 2013, the accounting office reclassified the cash shortage of the former ao in the amount of p2,227,565 to the appropriate receivable account.",aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.5,1
3316,"16. the total assets and government equity of the lgu were overstated by p8.11m consisting of the items of property, plant and equipment which were donated to barangay government in the form of construction and improvement of barangay structure and roads, office equipment and furniture and fixtures aside from the net book value of other ppe items which were still carried in the municipal records. we recommended that management should have a general clean-up/revision of the composition of plant, property and equipment and other assets accounts being reported in the annual financial statements in order to reflect only those properties which properly belong to the municipal government.",not implemented,the accounting office effected the adjustments in the books.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3317,"17. investments in stocks amounting to p1,000,000.00 was not recorded in the books of the municipality in violation of sections 111 and 112 of pd 1445 thereby resulting to understatements of the asset and government equity accounts. we recommended management to request copy of the stocks certificate from the nvat and to immediately book-up its value.",partially implemented,management requested copy of the stock certificate.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.5,1
3318,"18. the accuracy /validity of the breeding stocks account amounting to p707,033.00 is unreliable due to the absence of actual physical inventory report submitted as proof of existence of the breeding stocks. we recommended that management to instruct all concerned to reconcile the accounting records against existing stocks and accordingly adjust the books of accounts, likewise, the submission of the report on the inventory or physical count of the breeding stocks is required.","not implemented the municipal agriculturist informed that there is no proper turnover over the list of recipients of animal dispersal when the former mao retired from government service. reiterated in finding no. 3, page 24, part ii of this report.",no action taken,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3319,"19. the amount and details of the unexpended balance of the lgu's local disaster risk reduction management fund (ldrrmf) for cy 2012 was not disclosed in the notes to the financial statements which is not in accordance with section 5.1.16 of coa circular no. 2012 -- 12, thus rendering incomplete information in the financial reports. we recommended that management include in the notes to financial statements the amount and details of the unexpended balance of ldrrmf during the year although the remaining balance were already deposited in the land bank of the philippines, the authorized government depository bank.",not implemented,no action taken,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3320,"20. the municipal government did not strictly comply with dilg- dbm joint memorandum circular no. 2011-1, dated april 13, 2011, entitled, guidelines on the appropriation and utilization of the 20% of the annual internal revenue allotment for development projects amount. however the appropriated from the 20% development, assistance fund, for barangays during the calendar year 2012, of p3,875,000.00 were not fully utilized resulting to unobligated balance of p 580,238.89 as of december 31, 2012. we recommended that management utilize the funds appropriated for the 20% development fund for development projects, programs, and activities not only for efficient governance but more importantly, the benefits that can be derived from said projects shall be enjoyed by the constituents.","not implemented reiterated in finding no. 14, page 38, part ii of this report.",no action taken,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3321,"21. there were no annual procurement plan (app) and project procurement management plan (ppmp) prepared and submitted to support the lgu's transactions, hence the procurement during the year was without valid basis under ra no. 9184. we recommended that the municipality prepare both annual procurement plan (app) and project procurement management plan (ppmp) as required under ra no. 9184.",not implemented,no action taken,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3322,"22. disallowance in audit amounting to p35,483.35 was not settled as of december 31, 2012 due to the failure of management to enforce collection which is not in accord with section 7.1.1 of the rules and regulations on settlement of accounts (rrsa). we recommended that management settle immediately the disallowances.",partially implemented,partial settlement was enforced,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.5,1
3323,"23. the municipality of bambang continuously employed the contract of service and job order personnel likewise, the lgu did not strictly adhere with section 2, rule xi of the omnibus rules implementing book v of executive order no. 292, also sections 209 and 211 (b), volume one of the gaam in hiring the aforementioned personnel, thus function and duties of regular employees were duplicated. we recommended that management: 1. comply strictly with the requirements of section 2, rule xi of the omnibus rules implementing book v of executive order (eo) no 292 and 211 (b), volume i of the gaam in the hiring of contract of services and job order personnel. 2. implement a system of classification of job order personnel indicating therein their appropriate job titles, job descriptions, regular accomplishments and evaluations reports which will form part of the terms of reference of the job orders. 3. evaluate the need of the municipality to hire contract of services and job order personnel as determined and approved by the hrmo.",not implemented,partially complied the jo personnel and contract of services observed one day cut off every month to facilitate the preparation of accomplishment reports in support to payroll disbursements.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3324,"24. the funding for the supplemental feeding program coming from the dswd was released late due to set-back in cy 2011 fund releases, thus, the partial -- implementation i partial -- attainment of the program for cy 2012. moreover, cash advances under the program aggregating p493,000.00 were granted to personnel other than the disbursing officer in violation of sections 2 and 4.1.5 of coa circular no. 97 -- 002. we recommended that management implement the supplemental feeding program without unreasonable delay and to cause the immediate liquidation order not to hamper the release of the succeeding funds, thus ensuring the sustainability of the program. likewise, we also recommended that management strictly comply with the provisions of coa circular no. 97 -- 002 dated february 10, 1997 in the granting of cash advances.",not implemented,fidelity bond was filed by the personnel availing cash advance. the 2012 ca was fully liquidated as recorded in the books of the accounting office.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3325,"25. the financial reports as well as the supporting financial transactions and accounts of the municipality were not submitted to the auditor within the period prescribed by coa circular no. 2009 -- 006, hence the review and verification thereof could not be promptly made resulting to delayed communication of results of post audit. we recommended that the accounting office submit to the auditor all financial and other reports within the prescribed period.","not implemented reiterated in finding no. 13, page 37, part ii of this report.",no action taken.,aar 2012,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3326,"26. the cost of identified accomplishment on gender and development (gad) activities was p130,000.00 which is below the mandated budget under section 6.1 of pcw, neda and dbm joint circular no. 2012 -- 12 consisting of five percent (5%) of the total agency appropriation thereby affecting the government's objective of addressing gender issues. we recommended that management properly identify major ppas where gad activities were integrated so as to properly determine and quantify the extent, effectiveness, and efficiency of the lgu in addressing gender issues. the municipality did not conduct the physical inventory of its property, plant and equipment (ppe) accounts for five (5) consecutive years totaling p 138,014,205.48 contrary to section 124 of the manual on the new government accounting system for lgus, volume i hence there is no basis in evaluating the fairness of presentation of ppe accounts in the financial statements. we recommend that the gso designate should implement effective control system on property management through the following: a. the local chief executive shall require the periodic physical count of property annually and the reconciliation between the accounting and property records after inventory taking. a report thereat shall be made using the report on the physical count of property, plant and equipment (rpcppe) which shall be submitted to the auditor concerned not later than january 31 of each year; f. property acknowledgment receipts (pars) shall be issued and renewed every three (3) years; and g.the gso designate should maintain property cards which shall be regularly reconciled with the accounting records.","not implemented gender and development activities mostly are under the dswd & rhu but not properly identified in the aip as gad related. for b.y. 2015. gad related activities will be properly identified. reiterated in finding no. 16, page 41, part ii of this report. not implemented reiterated in finding no. 1 of this report.",no action taken.,aar 2012 1,05-bambang2013_part3-status_of_py's_recommendations.pdf,0.0,0
3327,"only 71.71% of the appropriation for development projects was utilized and development projects required under the joint dilg and dbm memorandum circular no. 1 s.2005 were not prioritized thus, expected benefits due to constituents were not fully achieved during the year. we recommend that management should prioritize the implementation of development projects prescribed by the joint dilg and dbm memorandum circular no. 1 s.2005 and to maximize utilization of the 20%h development fund to provide constituents more benefits. receivables recorded in the books at the beginning of the year were based on the actual collections for the previous year instead of the actual receivables as required by the ngas thus, the balances of real property tax receivable and special education tax receivable were not fairly presented at year end. we recommend the municipal assessor, municipal treasurer and municipal accountant to have proper coordination in complying with the provisions of the ngas in setting up the actual receivables for real property taxes.",implemented not implemented,management committed to fully utilize the amount appropriated for the 20% development fund and to date the management is doing its best to implement all the programs indicated in the development plan during the year. the municipal treasurer and the municipal assessor were not aware of this audit recommendation despite the reiteration made by the municipal accountant to concerned personnel.,6 1,01-banna2013_audit_report.pdf,0.5,1
3328,"twenty-five (25) out of thirty- one (31) lots reportedly owned by the agency were not yet covered with torrens title, thus casting doubts on the certainty and validity of ownership over these pieces of land. we recommend that management should provide appropriation for the immediate titling of these lots so that ownership over these properties is certain.",not implemented,the titling of the said lots was in process already.,1,01-banna2013_audit_report.pdf,0.0,0
3329,"two (2) motor vehicles allegedly owned by the agency, although recorded in the agency books but certificate of registration were still in the name of the previous owner, hence ownership over these properties is not yet certain. we recommend that frequent follow up be made so that the immediate transfer in the name of the municipality of the two (2) vehicles can be done so that ownership over the same is certain.",partially implemented,one of the vehicles had already been registered while the registration of the other vehicle is in process.,2,01-banna2013_audit_report.pdf,0.5,1
3330,"1. the correctness and reliability of the consolidated year-end property, plant and equipment account balances totaling p132,428,740.93 could not be ascertained due to the inability of management to conduct a physical count of property, plant and equipment as required under section 124, volume i of the manual on the new government accounting system for local government units (mngas for lgus). we recommend that the municipal mayor should create a committee to conduct the physical count of property, plant and equipment covering the period ended december 31, 2012 and require them to submit the corresponding report on the physical count of property, plant and equipment to the auditor for his appropriate action.",partially implemented,the municipality conducted inventory taking but incomplete.,aar 2012,01-bantay2013_audit_report.pdf,0.5,1
3331,2. the posting of warranty security by the concerned contractors in the procurement of infrastructure projects was not required by management as prescribed under pertinent provisions of r.a. no. 9184. thus there was likely no guarantee that the contractor shall perform his responsibilities upon discovery of structural defects and failures from the final acceptance of the infrastructure projects by the head of the procuring entity. we recommend that the municipal mayor should require the concerned contractor who undertook the implementation of the infrastructure projects to post a warranty security as prescribed under pertinent provisions of r.a. no. 9184 to guarantee the performance of their responsibilities in case of structural defects and failures of completed projects.,implemented,,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3332,"3. audit suspensions amounting to p5,234,853.57 were not settled by persons responsible as required under pertinent provisions of commission on audit 2009 rules and regulations on settlement of accounts (rrsa). we recommend that the municipal mayor should require those persons determined to be responsible to effect compliance with the audit requirements as called for in the notices of suspensions.",implemented,.,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3333,"4. the validity and propriety of gasoline expenses totaling p2,365,484.13 during the year could not be ascertained as driver's trip tickets relative to the use of motor vehicles for travels of local officials were not properly and completely accomplished contrary to pertinent provisions of the regulations on the use of government motor vehicles. we recommend that the municipal mayor should require the assigned drivers to each of the motor vehicles of the municipality to properly and completely accomplish the required information/details on the driver's trip tickets pursuant to the regulations on the use of government motor vehicles and unnecessary expenditures for fuel consumption.",implemented,nan,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3334,"5. the validity and propriety of procured, delivered and accepted electrical supplies and materials costing p1,640,548.93 could not be ascertained because the supply officer did not notify the auditor of the time and date of deliveries or furnish him copies of delivery documents within twenty four (24) hours after such acceptance for inspection purposes as provided in section a.2 and section 6.9 of coa circular no. 96-010 and 2009-002, respectively. we recommend that the municipal mayor should instruct the property officer in coordination with the supply officer to notify the auditor or to furnish him copies of delivery documents within twenty four (24) hours from acceptance of delivered items for inspection purposes to ensure that procured, delivered and accepted items agree with the quantity, quality and specifications as ordered by the municipality.",partially implemented,"the supply officer did not notify the auditor of the time and date of deliveries or furnish copies of deliver documents within 24 hours to some procured, delivered and accepted supplies and materials",aar 2012,01-bantay2013_audit_report.pdf,0.5,1
3335,"6. most of the implementing procedures/scheme and conduct of feeding of the supplementary feeding program(sfp) of the municipality as provided under dswd administrative order no. 08, series of 2012 were observed by management. thus contributed to the attainment of its objectives. however, the municipality did not open a bank account solely for dswd account for the supplementary feeding program. we recommend that the local government officials in coordination with the municipal social welfare and development officer/day care workers/parents of children beneficiaries should carry on in the proper implementation of the supplementary feeding program of the government to improve and sustain the nutritional status of target children beneficiaries. likewise, the municipal mayor should require the ico-municipal treasurer to open a bank account solely for dswd account for the supplementary feeding program to ensure that funds earmarked for the sfp shall be used as intended.",implemented,,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3336,"7. the 2012 performance challenge fund amounting to p994,065.84 was utilized by the municipality to finance a local development project in consonance with section iv.b.2, dilg memorandum circular no. 2012-68 but disbursements of the fund were not completely documented contrary to applicable auditing rules and regulation. we recommend that the municipal mayor should require the municipal accountant to review and verify the completeness of documentary requirements for claims against municipal funds before affixing her signature on box a of each disbursement voucher to ascertain the validity and propriety of disbursements made out of transferred funds.",implemented,nan,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3337,"8. the ico - municipal treasurer failed to reconcile the cashbook balances of the cash in bank-local currency, current account with the accounting records contrary to provision of section 186 (c), volume i of the government auditing and accounting manual (gaam) and no. 5 of the guide of the accountable officer in maintaining the record as provided in the handbook on cash examination. thus, the account showed a total difference of p425,511.54 as of december 31, 2012. we recommend that the municipal mayor should require the ico-municipal treasurer to reconcile the cash-in-bank -lcca account balances standing on her cashbook in all funds with the accounting records to ensure updated and correct balances at the end of each month.",partially implemented,the municipal accountant already started and still in process of reconciling her ledger with the cashbook of the ico-municipal treasurer.,aar 2012,01-bantay2013_audit_report.pdf,0.5,1
3338,"9. cash advances granted to various local officials and employees amounting to p352,087.76 remained outstanding at the end of the year although the purpose for which it was given has already been long served contrary to pertinent provisions of coa circular no. 97-002 dated february 10, 1997. we recommend that the municipal mayor should require all officials and employees with outstanding cash advances to immediately settle or liquidate their cash accountabilities considering the expiration of prescribed settlement period and the purposes thereof had been long served, otherwise, withhold their salaries and any money due them. likewise, the municipal mayor should instruct the municipal accountant and ico- municipal treasurer to monitor the unliquidated cash advance of each accountable officer to ensure that additional cash advances are not given to them unless their previous cash advances are first settled.",implemented,,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3339,"10. claims for payment for the repair and maintenance of government vehicles totaling p299,920.71 were paid by management although these were not supported with complete and sufficient documentation as required under section 4 (6) presidential decree no. 1445 and section 362 (a-d), volume i of the government accounting and auditing manual (gaam). we recommend that the municipal mayor should require the municipal accountant in coordination with the ico-municipal treasurer to verify and review the completeness of supporting documents in each disbursement voucher covering claims for repair of motor vehicles before approving/effecting payment thereof to ascertain the validity and completeness of disbursements made out of municipal funds.",implemented,,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3340,"11. some implemented programs, projects and activities funded out of the 20% development fund totaling p432,000.00 were not those specified in section 3.0, dilg-dbm joint memorandum circular no. 2011-1 dated april 11, 2011 thereby affected the validity and propriety of covered transactions. we recommend that the management should utilize the 20% development fund for projects, programs and activities as specified under section 3.0, dilg-dbm joint memorandum circular no. 2011-1 dated april 11, 2011 to attain desirable socio- economic and environmental outcomes for the municipality and intended beneficiaries. the municipal mayor should also require the oic- municipal planning and development officer to include projects, programs and activities in their 20% development fund annual development plan as specified in the aforementioned guidelines in the appropriation and utilization of the 20% development fund to ensure the attainment of the purposes for which the fund was established.",implemented,,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3341,"12. management did not comply with the pertinent provisions of republic act no. 10155 and dbm, neda and ncrfw joint circular no. 2004-1 relative to the appropriation of at least 5% of its approved 2012 annual budget for the implementation of gender and development projects, programs and activities. we recommend that the municipal budget officer in coordination with the gad focal person submit a budget proposal to the municipal mayor for the appropriation of at least 5% of its approved annual budget to address gad issues and concerns pursuant to the pertinent provisions of republic act no. 10155 and dbm, neda and ncrfw joint circular no. 2004-1.",implemented,nan,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3342,"13. out of the taxes withheld by the municipality during the year from various sources totaling p5,837,936.52, the amount of p5,610,360.34 was remitted by management to the bureau of internal revenue. the remaining balance of p227,576.18 as of december 31, 2012 was remitted on january 10, 2013 pursuant to pertinent and applicable revenue regulations. we recommend that management should faithful carry on with the prompt remittance of taxes withheld from various sources as required by bir regulations to generate funds for the national government.",implemented,,aar 2012,01-bantay2013_audit_report.pdf,1.0,2
3343,"1.various reconciling items contained in the bank reconciliation statements (brs) have not been adjusted in the books, contrary to section 112 of pd 1445, thus resulting in the net overstatement of cash account by p543,174.92 as of year-end. we recommend that the accountant/book keeper concerned take up in the books the reconciling items noted in the bank reconciliation statements which resulted in the net overstatement of cash in bank account by p543,174.92.",implemented,,2012 aar #1,01-aloguinsan2013_audit_report.pdf,1.0,2
3344,"2. inconsistent valuation of properties resulted in the misstatement of the property, plant and equipment (ppe) account balance of p52,908,181.72. moreover, public infrastructures totaling p7,113,911.21 were not transferred to the proper registry, thereby overstating ppe. the accounting department should retrieve the necessary data on all acquired ppe, particularly the acquisition cost, date of acquisition, estimated useful lives and other information on each asset and record them in property ledger cards which are required to be maintained for each item of ppe. based on the foregoing data, the allowance for depreciation for each asset should be computed and the books accordingly adjusted. moreover, public infrastructures should be transferred to the proper registry of public infrastructures.",not implemented,,2012 aar #2,01-aloguinsan2013_audit_report.pdf,0.0,0
3345,"3. complete property records were not maintained and physical inventory of all properties not conducted for several years thereby hindering the verification and determination of the existence, actual physical condition and whereabouts/ accountability for ppe, hence reliability of the account balance of p52,908,181.72 could not be ascertained. that management should maintain complete ledger cards and property cards for all fixed assets and give priority to the conduct of physical inventory and preparation of inventory report thereon and submit the same to the auditor not later than january 31 of each year. reconciliation between the count and accounting and property records should likewise be undertaken.",not implemented,nan,"2012 2011 aar #2 2010,200 7",01-aloguinsan2013_audit_report.pdf,0.0,0
3346,"4. continuous grant and non- liquidation of cash advances still persisted in violation of coa circular nos. 96-004, 97-002 and 2003-003 resulting in the increase of unliquidated balance to p11,540,372.40 as of year end as compared to p10,202,118.40 in the previous year. recommend that: all officials and employees should immediately liquidate all outstanding cash advances, the purpose for which had already been accomplished, to avoid the penalty for non- compliance of existing rules and regulations. henceforth, management should strictly adhere to existing laws, rules and regulations respecting the grant, utilization and liquidation of cash advances.",not implemented,,2012 2011 aar #3 2010 2009,01-aloguinsan2013_audit_report.pdf,0.0,0
